sup_id,name,full_name,gender,place_of_birth,first_appearance,publisher,alignment,race,height,weight,eye_color,hair_color,occupation,work_base,group_affiliation,relatives,intelligence,strength,speed,durability,power,combat,image_url
465,Mohinder Suresh,Mohinder Suresh,Male,India,Heroes S01E01 - Genesis,NBC - Heroes,good,,0 cm,0 kg,,,"Former agent of Pinehearst Company, former Company medical professional & agent, former taxi driver, former genetics professor","Apartment in Brooklyn, NY",,"formerly Maya Herrera, formerly Mira Shenoy, Chandra Suresh (deceased), Unnamed mother, Shanti Suresh",,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1313.jpg
466,Moloch,Edgar William Jacobi,Male,,,DC Comics,bad,,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1061.jpg
467,Molten Man,Mark Raxton,Male,,Amazing Spider-Man #28 (1965),Marvel Comics,bad,,6'5,248 kg,Gold,Gold,"Security guard for Osborn industries, former criminal, lab assistant",,Exterminators,"Doris Raxton (mother), Liz Allan Osborn (step-sister), Harry Osborn (Green Goblin II , step-brother-in-law, deceased), Norman Osborn Jr. (Green Goblin I, step-nephew)",50,73,23,84,53,56,https://www.superherodb.com/pictures2/portraits/10/100/411.jpg
468,Monarch,Nathaniel Christopher Adam,Male,,"Captain Atom #1 (D.C., March, 1987)",DC Comics,good,,6'4,90 kg,Blue,White,"Adventurer, former U.S. Special Agent, former U.S. Air Force Captain",,"formally Justice League, Extreme Justice, Super Buddies, L.A.W., United States Air Force","Angela Adams (wife, deceased), Margaret Eiling (daughter), Randall Eiling (son)",,100,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1006.jpg
469,Monica Dawson,Monica Dawson,Female,,Heroes S02E04 - The Kindness of Strangers,NBC - Heroes,good,,0 cm,0 kg,,,Fast food service,"New Orleans, LA",,"Nana Dawson (Grandmother), Damon (brother), DL Hawkins (cousin), Niki Sanders (cousin-in-law once removed), Micah Sanders (second cousin)",50,10,35,14,48,90,https://www.superherodb.com/pictures2/portraits/10/100/942.jpg
470,Moon Knight,Marc Spector,Male,"Chicago, Illinois","Werewolf by Night #32 (August, 1975)",Marvel Comics,good,Human,6'2,101 kg,Brown,Brown,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","New York City; formerly Spector Mansion, Long Island, Avengers Compound, California","Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)",50,36,23,42,28,75,https://www.superherodb.com/pictures2/portraits/10/100/415.jpg
471,Moonstone,Karla Sofen,Female,"Van Nuys, California","Captain America Vol. 1 #192 (December, 1975)",Marvel Comics,bad,,5'11,59 kg,Blue,Blond,"former Adventurer, Psychiatrist",formerly Mount Charteris; Four Freedoms Plaza,"Dark Avengers, Formerly; Thunderbolts, Femizons, Masters of Evil, Doctor Faustus, the Corporation, former partner of Blackout (Marcus Daniels)","Karl August Sofen (father), Marion Sofen (mother), unnamed maternal grandparents (only mentioned )",56,67,47,52,74,80,https://www.superherodb.com/pictures2/portraits/10/100/100.jpg
472,Morlun,Morlun,Male,,Amazing Spider-Man #30 (2001),Marvel Comics,bad,,6'2,79 kg,White / Red,Black,,,,,63,60,35,42,74,56,https://www.superherodb.com/pictures2/portraits/10/100/1171.jpg
473,Morph,Kevin Sydney,Male,"Pittsburgh, Pennsylvania",Exiles #1,Marvel Comics,good,,5'10,79 kg,White,No Hair,"Adventurer, reality traveler",Mobile,"Exiles; (Formerly) X-Men, New Mutants, Avengers all of his home reality","Unnamed mother (deceased), Unnamed father",,40,,,,,https://www.superherodb.com/pictures2/portraits/10/100/102.jpg
474,Moses Magnum,Moses Magnum,Male,,Giant-Size Spider-Man #4 (1975),Marvel Comics,bad,,5'9,72 kg,Brown,Black,"Terrorist, president of Magnum Munitions; former ruler of Canaan",,"Magnum Force (leader), agent of Apocalypse; former agent of They Who Wield Power",,75,28,12,42,55,56,https://www.superherodb.com/pictures2/portraits/10/100/1020.jpg
475,Mr Immortal,Craig Hollis,Male,,West Coast Avengers Vol 2 #46,Marvel Comics,good,Mutant,6'2,70 kg,Blue,Blond,,,,,50,10,8,100,69,30,https://www.superherodb.com/pictures2/portraits/10/100/10794.jpg
476,Mr Incredible,Robert Parr,Male,,"The Incredibles (Movies, 2004)",Dark Horse Comics,good,Human,6'7,158 kg,Blue,Blond,,,Incredible Family,"Helen Parr (Elastigirl, wife), Violet Parr(Violet, daughter), Dashiell Parr (Dash, son), Jack-jack (son)",50,83,33,95,29,40,https://www.superherodb.com/pictures2/portraits/10/100/869.jpg
477,Ms Marvel II,Sharon Ventura,Female,"Pullman, Washington",,She-Thing,good,,5'8,61 kg,Blue,Red,"Wanderer, former adventurer, wrestler, stunt woman, scuba diver, motorcycle performer",,"Former member of the Fantastic Four, Frightful Four, Unlimited Class Wrestling Federation, Thunderiders",,38,63,23,84,11,56,https://www.superherodb.com/pictures2/portraits/10/100/897.jpg
478,Multiple Man,James Arthur,Male,"Los Alamos, New Mexico",GIANT-SIZE FANTASTIC FOUR #4,Marvel Comics,good,,5'11',70 kg,Blue,Brown,"Private investigator (formerly) Farmer, Adventurer",New York City,"X-Factor Investigations (formerly) X-Factor, Fallen Angels, X-Corps, X-Corporation","Dr. Daniel Madrox (father, deceased), Joan Madrox (mother, deceased)",63,11,23,70,28,62,https://www.superherodb.com/pictures2/portraits/10/100/104.jpg
479,Mysterio,Quentin Beck,Male,"New York, New York",Amazing Spider-Man #13 (1964),Marvel Comics,bad,Human,5'11,79 kg,Brown,No Hair,Criminal; former Hollywood special effects designer and stunt man,"New York City, New York State (Earth-1610) formerly New York City, New York (Earth-616)",None; Former Sinister Six,"Henrietta Beck (mother), Elmore Beck (father), Vincent (uncle), Maguire Beck (Jack O'Lantern) (cousin)",81,10,17,40,82,70,https://www.superherodb.com/pictures2/portraits/10/100/1039.jpg
480,Mystique,Raven Darkholme,Female,,"(as Raven Darkholme) MS. MARVEL #16, (as Mystique) MS. MARVEL #18",Marvel Comics,bad,Mutant,5'10,54 kg,Yellow (without irises),Red / Orange,"Special operative for Germany and the United States governments, (former) German Freedom Fighter, special operative in the Weapon X Project Team","Arlington, Virginia","Founder and leader of the third Brotherhood of Evil Mutants, now known as Freedom Force; X-Factor, X-Men","Rogue (unofficial foster daughter), Ralph Brickman (husband), Gloria Brickman (daughter), Graydon Creed (son, deceased)",75,12,23,64,64,74,https://www.superherodb.com/pictures2/portraits/10/100/817.jpg
481,Namor,Namor McKenzie,Male,Atlantis,"Motion Picture Funnies Weekly #1 (April, 1939)",Marvel Comics,good,Atlantean,6'2,125 kg,Grey,Black,"King of Atlantis, Adventurer; former warrior, commando, CEO","Ultimate Universe; formerly New Atlantis, Utopia, San Francisco Bay, California; Atlantis; Necropolis, Wakanda; occasionally mobile","Cabal (founder), Invaders, Atlantis; formerly Illuminati, X-Men, Extinction Team, Phoenix Five, Defenders, Osborn's X-Men, Osborn's Cabal, Avengers, All-Winners Squad, Titans Three, Fantastic Four, Oracle Inc., Order, Deep Six (founder and leader); ally o","Elanna (maternal ancestor), Tanas (maternal ancestor), Zartra (maternal ancestor), Orrek (maternal distant relative), Stegor (maternal ancestor), Kamuu (maternal ancestor), Harran (maternal ancestor), Kalen (maternal ancestor), Ossem (maternal ancestor), Balaal (maternal ancestor), Thallo (maternal ancestor), Immanu (maternal great-grandfather-in-law, deceased), Thakorr (maternal grandfather, deceased), Korra (maternal grandmother), Wa-Korr (grandfather-in-law, presumed deceased), Wathan (father-in-law, presumed deceased), Tom Smallwood (father-in-law), Gladys Smallwood (mother-in-law), Zarina (maternal aunt), Namora's father (uncle), Daka (maternal uncle), Brynn (aunt-by-marriage/step-grandmother), Fen (mother, deceased), Leonard McKenzie (father, deceased), Experiment N2 (clone), Lawrence McKenzie (paternal half-brother), Dorma (wife / distant cousin, deceased), Marrina (wife), three unnamed children (by Marrina), Kamar (son, deceased), Black Moray (Leon McKenzie) (paternal half-nephew), Llyron McKenzie (paternal great-nephew), Dan Smallwood (brother-in-law), Namora (maternal cousin), Beemer (maternal cousin), Bobo (maternal cousin), Byrrahna (maternal cousin), Namita (maternal cousin), Daro (maternal cousin), Dara (maternal cousin), Seth (maternal cousin), Argus (maternal cousin), Arkus (maternal cousin), Byrrah (maternal cousin), Namorita (maternal 1st cousin once removed).",69,95,58,70,73,85,https://www.superherodb.com/pictures2/portraits/10/100/137.jpg
482,Namor,,Male,,,Marvel Comics,good,,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/105.jpg
483,Namora,Aquaria Nautica Neptunia,Female,Unnamed Atlantean outpost,Marvel Mystery Comics #82 (1947),Marvel Comics,good,,5'11,85 kg,Blue,Blond,,,"Agents of Atlas, Long-time ally of Namor; Monster Hunters, Invaders, All Winners Squad; At one time or another was partnered with FBI Agent Jimmy Woo, Sun Girl, Venus, Golden Girl, Hulk","Namor (cousin), Talan (husband, deceased), Namorita (""daughter"" cloned)",50,85,42,42,48,64,https://www.superherodb.com/pictures2/portraits/10/100/1364.jpg
484,Namorita,Namorita Prentiss,Female,Atlantis Outskirts,SUB-MARINER Vol. 2 #50 (1972),Marvel Comics,good,,5'6,101 kg,Blue,Blond,"Superhero, formerly Leader of Atlantis","Mobile, formerly New Warriors headquarters and Atlantis","Formerly Council of Three, New Warriors, Fantastic Four, Soldiers of Misfortune, Water Children","Namora (mother); Talan (father, deceased); Namor, Byrrah, Dara, Arkus (first cousins once removed); Fen (great-aunt, deceased); Thakorr (great-grandfather, deceased); Korra (great-grandmother, presumed deceased); large extended family; Betty Prentiss (legal guardian, deceased)",50,72,47,70,37,70,https://www.superherodb.com/pictures2/portraits/10/100/106.jpg
485,Naruto Uzumaki,,Male,,,Shueisha,good,Human,5'6,54 kg,,,,Konohagakure,Team 7,,50,80,32,80,100,100,https://www.superherodb.com/pictures2/portraits/10/100/1540.jpg
486,Nathan Petrelli,Nathan Petrelli,Male,,Heroes S01E01,NBC - Heroes,good,,0 cm,0 kg,Brown,,"formerly a U.S. Congressman, formerly a district attorney, formerly a Navy officer","Mansion in Hyde Park, NY",,"Angela Petrelli (mother), unnamed father (deceased), Peter Petrelli (younger brother), Simon Petrelli (son), Monty Petrelli (son), Claire Bennet (daughter)",,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/949.jpg
487,Nebula,,Female,,"Avengers #257 (July, 1985)",Marvel Comics,bad,Luphomoid,6'1,83 kg,Blue,No Hair,,,"Graces, United Front, former leader of a mercenary band",,63,52,13,50,42,60,https://www.superherodb.com/pictures2/portraits/10/100/10632.jpg
488,Negasonic Teenage Warhead,Ellie Phimister,Female,,New X-Men #115,Marvel Comics,good,Mutant,0 cm,0 kg,Black,Black,,,,,50,7,8,10,45,35,https://www.superherodb.com/pictures2/portraits/10/100/10556.jpg
489,Nick Fury,Nicholas Joseph Fury,Male,New York City,Sgt. Fury and His Howling Commandos #1 (1963),Marvel Comics,good,Human,6'1,99 kg,Brown,Brown / White,"S.H.I.E.L.D. director; former S.H.I.E.L.D. agent, intelligence agent, soldier and commando leader, parachuting instructor, stunt flyer",,"Secret Avengers, SHIELD (both incarnations); formerly Team Valkyrie, C.I.A., liaison to MI-5, O.S.S., Howling Commandos, U.S. Army","Jack Fury (father, deceased);
unnamed mother;
unnamed stepmother (deceased);
Dawn Fury (half-sister);
Jake Fury (half-brother);
Mikel Fury (son, deceased);
Jerry Sapristi (cousin);
Tina Sapristi (cousin by marriage);
Ernesto, Pietro, Giovanni, Maria, Rosa and Gabriella (1st cousins once removed);",75,11,23,42,25,100,https://www.superherodb.com/pictures2/portraits/10/100/326.jpg
490,Nightcrawler,Kurt Wagner,Male,Somewhere in the Bavarian Alps,GIANT-SIZE X-MEN #1,Marvel Comics,good,,5'9',88 kg,Yellow,Indigo,"Adventurer, Teacher","Xavier Institute for Higher Learning, Salem Center, Westchester County, New York (former) Muir Island, Scotland; Braddock Lighthouse","X-Men, formerly Excalibur","Eric Wagner (father, deceased), Margali Szardos (foster mother), Jimaine Szardos (Daytripper, alias Amanda Sefton, foster sister), Stefan Szardos (foster brother, deceased), Mystique (mother), Graydon Creed (half-brother, deceased).",50,10,47,14,76,80,https://www.superherodb.com/pictures2/portraits/10/100/107.jpg
491,Nightwing,Dick Grayson,Male,Gotham City,"as Dick Grayson and Robin) Detective Comics #38, (as Nightwing) Tales of the Teen Titans #44, (as Batman) Batman #512",Batman II,good,Human,5'10,79 kg,Blue,Black,"Vigilante and detective, former police officer, former Circus Acrobat","Wayne Tower, Gotham City; formerly the Batcave; formerly Bludhaven; formerly New York City","Batman Family and the JLA; formerly the Teen Titans, the New Titans, the Titans and the Outsiders","John Grayson (father, deceased), Mary Grayson (mother, deceased), Bruce Wayne / Batman (adoptive father), Damian Wayne / Robin (foster brother), Jason Todd / Red Hood (adoptive brother), Tim Drake / Red Robin (adoptive brother), Cassandra Cain / Batgirl IV (adoptive sister)",88,11,33,28,36,100,https://www.superherodb.com/pictures2/portraits/10/100/851.jpg
492,Niki Sanders,Nicole Sanders,Female,,Heroes S01E01 - Genesis,NBC - Heroes,good,,0 cm,0 kg,Blue,Blond,Former casino worker and online webcam operator; currently an agent of the Company,"Las Vegas, NV",,"DL Hawkins (husband), Hal Sanders (father), Micah Sanders (son), Jessica Sanders (sister,deceased), Monica Dawson (cousin-in-law), Damon Dawson (cousin-in-law), Paulette Hawkins (mother-in-law)",63,52,35,28,37,56,https://www.superherodb.com/pictures2/portraits/10/100/952.jpg
493,Nina Theroux,,Female,,,SyFy,good,Alpha,0 cm,0 kg,,,,,Alphas,,63,5,8,10,68,20,https://www.superherodb.com/pictures2/portraits/10/100/1529.jpg
494,Nite Owl II,Daniel Dreiberg,Male,,,DC Comics,good,,0 cm,0 kg,,,,,Watchmen,,,45,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1059.jpg
495,Northstar,Jean-Paul Beaubier,Male,"Montreal, Qu�bec, Canada",X-Men #120 (1979),Marvel Comics,good,,5'11,83 kg,Blue,Black,"Former terrorist, adventurer, teacher, businessman, novelist, professional skier, trapeze artist, thief",,"None, formerly Hydra, Xavier Institute Faculty/Alpha Squadron (teacher/advisor), X-Men, Alpha Flight, Front de Lib�ration du Qu�bec/Cell Combattre","Jean-Baptiste Beaubier (father, deceased), unnamed mother (deceased), Louis Martin (adoptive father, deceased), unnamed adoptive mother (deceased), Jeanne-Marie Beaubier (Aurora, sister), Joanne Beaubier (adopted daughter, deceased)",50,18,83,56,65,70,https://www.superherodb.com/pictures2/portraits/10/100/1287.jpg
496,Nova,Richard Rider,Male,"Queens, NY","NOVA Vol. 1 #1 (September, 1976)",Marvel Comics,good,Human,6'1,86 kg,Brown,Brown,"Superhero, also works parttime at Marvel Burger","Mobile & Xandar, also formerly New Warriors headquarters","Nova Corps formely United Front (Leader), New Warriors, Champions of Xandar, Secret Defenders, Defender for a day","Charles Rider (Father), Gloria Rider (Mother), Robbie Rider (Brother) , Ralph Rider (Uncle, deceased) , Ellen (aunt)",100,85,75,100,100,80,https://www.superherodb.com/pictures2/portraits/10/100/109.jpg
497,Nova,Frankie Raye,Female,,"Fantastic Four #164 (November, 1975)",Marvel Comics,good,Human / Cosmic,5'4,59 kg,White,Red,,World-ship of Galactus,"Defenders (Valkyrior), formerly Heralds of Galactus, Fantastic Four","""Thomas Raye"" (Phineas T. Horton, stepfather, deceased), Thomas Raymond (Toro, possible biological father); Lanette Raye (mother)",63,60,100,100,100,35,https://www.superherodb.com/pictures2/portraits/10/100/10313.jpg
498,Odin,Odin Borson,Male,Asgard,Journey into Mystery #85,Marvel Comics,good,God / Eternal,6'9,293 kg,Blue,White,"Deity, Monarch of Asgard, Asgardian God of the Sky, Wind, Wisdom, Crafts, Time, and the Dead, Warrior","City of Asgard, Asgard","Asgardians, Council of Godheads","Buri (Tiwaz) (paternal grandfather), Bolthorn (maternal grandfather), Bor Burison (father, deceased), Bestla (mother), Mimir Burison (paternal uncle), Njord (paternal uncle), Vili, Ve, Cul (brothers), Frigga (wife), Freyr (father-in-law), Gullveig (sister-in-law), Thor (son by Jord), Vidar (son by Grid), Balder (son by Frigga), Tyr, Hermod (allegedly sons by Frigga), Angela (daughter by Frigga), Laussa (daughter by Frigga and Surtur), Loki (foster son), Hoder (nephew), Skadi (niece)",100,83,67,95,100,90,https://www.superherodb.com/pictures2/portraits/10/100/10388.jpg
499,Offspring,Luke O'Brian,Male,,,DC Comics,good,,0 cm,0 kg,,,,,,,50,10,35,99,100,56,https://www.superherodb.com/pictures2/portraits/10/100/1298.jpg
500,Omega Red,Arkady Gregorivich,Male,,,Marvel Comics,bad,,6'11,191 kg,Red,Blond,"Crimelord; former mercenary, KGB agent",,"Red Mafia (kingpin); former employee of Sabretooth, The General, Ivan Pushkin, and Matsu'o Tsurayaba; formerly KGB",,,61,,,,,https://www.superherodb.com/pictures2/portraits/10/100/208.jpg
501,Omniscient,Omniscient is the closest English word that compares to his alien tongue.,Male,Another Unknown World,Team Epic Episode 101,Team Epic TV,good,,5'11,65 kg,Brown,Black,"Superhero, Grade 9 physics teacher","Toronto, Canada",Team Epic,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1003.jpg
502,One Punch Man,Saitama,Male,,"One Punch - Chapter 1, Volume 1",Shueisha,good,Human,5'9,69 kg,,No Hair,"Superhero, Sensei",Z-City,,Genos (partner),38,100,83,95,55,50,https://www.superherodb.com/pictures2/portraits/10/100/10522.jpg
503,One-Above-All,,,,Doctor Strange Vol 2 #13,Marvel Comics,neutral,Cosmic Entity,0 cm,0 kg,,,,,,Living Tribunal (creation),100,100,100,100,100,100,https://www.superherodb.com/pictures2/portraits/10/100/10374.jpg
504,Onslaught,Onslaught,Male,,"X-Man Vol 1 #15 (May, 1996)",Marvel Comics,bad,Mutant,10'0,405 kg,Red,No Hair,Would-be destroyer,"Central Park Citadel, Astral Fortress",,"Professor Charles Xavier (fusee, deceased); Magneto (fusee)",88,100,33,100,100,55,https://www.superherodb.com/pictures2/portraits/10/100/13.jpg
505,Oracle,Barbara Gordon,Female,,Suicide Squad #23 (Jan.1989),Batgirl,good,Human,5'10,59 kg,Blue,Red,Computer hacker and Coordinator of the Birds of Prey; Former student; former librarian; former vigilante,"Metropolis, formerly Gotham City","Birds of Prey, Batman Family, Seven Soldiers of Victory, Suicide Squad, Justice League","Roger C. Gordon (father, deceased); Thelma (mother, deceased); James Gordon (uncle/adoptive father); Barbara Eileen Gordon (aunt/adoptive mother); James Gordon Jr. (cousin)",75,11,23,28,19,76,https://www.superherodb.com/pictures2/portraits/10/100/749.jpg
